id	Degree	Closeness	Betweenness	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASVF_257	316	0.0023696682464455	27.7410203733214	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__lamellibrachiae
ASVF_258	345	0.00254452926208651	39.4701215278016	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__nepalense
ASVF_259	283	0.0021978021978022	20.5547898733673	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_26	353	0.0025974025974026	33.96052871012	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	NA
ASVF_263	334	0.00247524752475248	26.9535177768934	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__circinelloides
ASVF_264	310	0.00233644859813084	24.0420938165898	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	NA
ASVF_265	333	0.00246913580246914	28.9166739957115	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_266	276	0.00216450216450216	23.344560694158	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Cunninghamellaceae	g__Gongronella	s__butleri
ASVF_267	326	0.00242718446601942	26.1348074892056	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
ASVF_27	268	0.00212765957446809	22.9255129080331	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	NA	NA
ASVF_270	299	0.00227790432801822	24.8426453503403	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA
ASVF_271	275	0.00215982721382289	21.8749119567008	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	s__robusta
ASVF_273	311	0.00234192037470726	23.7048438328356	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__islandicus
ASVF_274	330	0.00245098039215686	28.4873080614114	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	NA
ASVF_275	305	0.0023094688221709	21.2937441457193	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__irregularis
ASVF_276	306	0.00231481481481481	24.9254292698564	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	s__deciduus
ASVF_278	263	0.00210526315789474	21.952308624338	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	s__inflorescentiae
ASVF_279	326	0.00242718446601942	28.3134142780668	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_28	319	0.00238663484486874	32.1359925485846	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASVF_280	331	0.00245700245700246	27.6185120009047	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
ASVF_283	292	0.00224215246636771	21.6350755226039	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__podzolica
ASVF_284	321	0.00239808153477218	25.5060689714751	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_285	243	0.00202020202020202	19.4102517192418	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaetopsis	s__pratorum
ASVF_286	328	0.0024390243902439	26.8766765719622	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	NA	NA
ASVF_287	335	0.00248138957816377	27.3863367647088	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_288	236	0.00199203187250996	17.279125933303	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__subcucurbitae
ASVF_289	307	0.00232018561484919	25.8282546375914	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_29	333	0.00246913580246914	32.020396697003	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Didymella	NA
